"word","eng_level","count"
"smoking","A1",27526627
"tea","A1",27406794
"improved","B2",27397478
"achieve","A2",27332769
"dress","A1",27318959
"dress","A2",27318959
"dealer","B1",27299846
"contemporary","B2",27284246
"sky","A1",27281333
"nearby","B1",27263100
"happen","A1",27207887
"hide","A1",27157035
"signature","B1",27140993
"gambling","B2",27118635
"refer","A2",27099706
"provision","B2",27091944
"outdoors","B1",27060521
"clothes","A1",27037465
"luxury","B2",27020617
"luxury","B1",27020617
"certainly","A2",26984060
"indeed","A2",26943016
"newspaper","A1",26933746
"toy","A1",26924831
"circuit","B2",26917865
"circuit","C2",26917865
"layer","B1",26912270
"slow","A1",26870240
"slow","B1",26870240
"hip","B1",26826008
"nine","A1",26807668
"mostly","A2",26774406
"spot","A1",26750929
"spot","B2",26750929
"spend","A1",26713310
"factory","A1",26708317
"interior","B2",26708143
"grow","A1",26701492
"promotion","B1",26651461
"relative","B1",26646324
"amazing","B1",26630190
"clock","A1",26624872
"dot","B1",26590624
"identity","B1",26573512
"conversion","B2",26551803
"feeling","A1",26546473
"hidden","B1",26526402
"reasonable","B1",26526175
"serial","B2",26488381
"relief","B2",26483302
"revision","B1",26482328
"broadband","B2",26476075
"influence","A2",26460675
"influence","B2",26460675
"importance","A2",26451992
"rain","A1",26419979
"planet","A2",26405032
"recipe","B2",26355769
"permit","B1",26339544
"proof","B1",26305059
"tennis","A1",26272328
"prescription","B1",26233858
"bedroom","A1",26229848
"empty","A2",26206017
"instance","B1",26204516
"hole","A1",26199070
"ride","A1",26153004
"specifically","B2",26114063
"bureau","B1",26110155
"represent","A2",26038983
"conservation","B1",26038344
"pair","A1",26036703
"ideal","A1",26036289
"dinner","A1",25974858
"stress","B1",25899885
"stress","B2",25899885
"cream","A2",25898758
"cream","A1",25898758
"yeah","A2",25858426
"discover","A2",25852541
"evil","B2",25704669
"aware","B1",25700328
"shape","A2",25675227
"shape","B1",25675227
"evolution","B2",25667092
"remains","B2",25560925
"concerned","B1",25490395
"euro","A2",25474573
"operator","B2",25471127
"usage","B1",25440406
"cap","A1",25436218
"ink","B1",25435469
"peak","B2",25379630
"competitive","B1",25352330
"exist","A2",25349128
"wheel","A1",25342937
"transit","C1",25331545
"salt","A2",25320518
"poetry","B1",25311298
"angel","A2",25294123
"bell","A1",25283918
"preparation","B1",25268975
"attempt","A2",25251906
"attempt","B1",25251906
"width","B2",25182453
"noise","A1",25171520
"forget","A1",25162411
"accurate","B1",25144477
"climate","B1",25096136
"pin","B2",25080458
"pin","B1",25080458
"alcohol","B1",25061615
"instruction","B1",25055716
"sister","A1",25039506
"raw","A2",25014172
"walking","A2",24986228
"explain","A2",24983915
"establish","A2",24965292
"extent","B1",24917355
"sharp","B1",24904199
"sharp","B2",24904199
"lane","A2",24880931
"paragraph","A1",24855495
"kill","A1",24850951
"mathematics","B1",24809371
"compensation","B2",24789716
"export","B2",24762260
"aircraft","B2",24745739
"conflict","B1",24709103
"employer","B2",24681017
"occur","B1",24679212
"percentage","B2",24669212
"describe","A1",24616555
"concern","A2",24611878
"concern","B2",24611878
"backup","B2",24603738
"heritage","B2",24558644
"immediate","B1",24530419
"trouble","A2",24521102
"trouble","B1",24521102
"spread","A2",24520573
"spread","B2",24520573
"coach","A1",24514961
"coach","B2",24514961
"agricultural","B1",24509113
"expand","B1",24483262
"audience","A2",24472658
"participate","B1",24430552
"plug","B1",24429832
"plug","B2",24429832
"specialist","B1",24419338
"cook","A1",24412080
"affect","B1",24406141
"experienced","B1",24404214
"investigation","B1",24399851
"hat","A1",24383742
"institution","B2",24373421
"bike","A1",24286396
"totally","B1",24276857
"plate","A2",24275560
"indicate","A2",24232402
"blonde","A2",24231993
"transmission","B2",24204527
"lose","A2",24136984
"organic","B1",24136036
"seek","A2",24135344
"extremely","A2",24102186
"concerning","B2",24060603
"chemistry","B1",24049713
"agenda","B1",24005891
"anyway","A2",24005157
"advisory","C1",24000526
"curriculum","B1",23992488
"curriculum","C2",23992488
"logic","B1",23989892
"prince","A1",23975036
"circle","A1",23962760
"circle","B1",23962760
"soil","B2",23949346
"soil","B1",23949346
"anywhere","A2",23947583
"psychology","B2",23936050
"wet","A2",23918294
"investor","B2",23891261
"identification","B2",23879859
"ram","B2",23864106
"wildlife","B1",23847419
"elementary","A1",23834221
"cooking","A2",23831058
"fox","B2",23795336
"unlimited","B2",23794930
"respond","B1",23761645
"plain","B1",23747230
"exit","B1",23738883
"arm","A1",23724057
"arm","B1",23724057
"launch","B1",23714910
"launch","C1",23714910
"wave","A2",23713001
"wave","B1",23713001
"holy","B1",23688276
"guidance","B1",23681851
"mesh","C2",23650447
"trail","B1",23648838
"trail","B2",23648838
"symbol","A2",23631465
"highway","A2",23623260
"buddy","B1",23611087
"booking","B1",23522206
"fiscal","B2",23506040
"celebrity","B1",23500942
"bond","B1",23448169
"chocolate","A1",23379199
"pub","B1",23372365
"portion","B2",23356612
"scope","B1",23349420
"supplier","B2",23337437
"cotton","B1",23279423
"requirement","B1",23258004
"biology","B1",23245252
"dental","B2",23240707
"border","B1",23234399
"ancient","A2",23226415
"debate","A2",23211499
"biography","B1",23134870
"leisure","A2",23133305
"notebook","A1",23102539
"explorer","B2",23095103
"historic","B1",23081656
"attached","B2",23079894
"husband","A1",23064889
"disabled","B1",23056120
"crazy","A2",23032837
"concert","A1",23023737
"retirement","B2",23018726
"efficiency","B1",23005937
"comedy","B1",22993280
"adopted","B2",22972983
"efficient","B1",22963685
"linear","C1",22944812
"commitment","A2",22937360
"specialty","B2",22932109
"hop","B1",22924925
"carrier","C1",22919197
"constant","B2",22910883
"visa","B1",22903835
"mouth","A1",22880351
"gun","A2",22834049
"reflect","A2",22829406
"pure","B1",22826920
"deliver","B1",22807066
"wonder","B1",22806353
"wonder","A2",22806353
"hell","B2",22791884
"fruit","A1",22767191
"qualified","B1",22754976
"reform","B2",22751438
"discovery","B1",22709821
"draw","A2",22705371
"draw","A1",22705371
"assume","B1",22679395
"confidence","B1",22674777
"alliance","B2",22666723
"confirm","B1",22651501
"warm","A1",22645772
"warm","B1",22645772
"neither","B2",22640226
"engineer","A1",22607580
"engineer","C1",22607580
"lifestyle","A2",22607485
"consistent","B2",22600601
"replace","A2",22592560
"suck","B2",22518606
"safari","B1",22479030
"objective","B2",22472623
"objective","B1",22472623
"sugar","A1",22450333
"crew","B2",22443877
"stick","B2",22399126
"stick","B1",22399126
"relation","B1",22355933
"genre","B2",22344091
"slide","A2",22339084
"slide","B2",22339084
"volunteer","B2",22336881
"volunteer","B1",22336881
"rear","B2",22323038
"democratic","B1",22316965
"enhance","B2",22310420
"exact","B1",22304937
"exact","C2",22304937
"bound","B1",22303643
"parameter","C2",22300838
"formal","B1",22274656
"contribute","B1",22255117
"lock","A2",22253866
"lock","B1",22253866
"hockey","A2",22252453
"storm","A2",22242164
"micro","B2",22219932
"mile","B1",22178748
"bowl","A1",22118861
"bowl","B1",22118861
"recognition","B2",22092586
"tank","B1",22070512
"estimate","B2",22033576
"estimate","B1",22033576
"encourage","A2",22019763
"navy","B2",22018379
"kid","A1",22011943
"kid","B1",22011943
"regulatory","C2",22011107
"inspection","B1",21999457
"cancel","B1",21985503
"territory","B2",21963698
"paint","A1",21926890
"delay","A2",21911190
"delay","B1",21911190
"pilot","A2",21909830
"outlet","B2",21890990
"continuous","B1",21872964
"initiative","B2",21828838
"novel","A2",21821189
"pan","A2",21810838
"execution","B2",21809656
"disability","B1",21802396
"winner","A2",21794180
"contractor","C1",21783415
"episode","A2",21772999
"examination","B1",21771412
"dish","A1",21755859
"bulletin","B1",21741926
"modify","B1",21716962
"truly","A2",21693553
"painting","A1",21673638
"extensive","B2",21654082
"affordable","B2",21650006
"universe","B1",21643935
"candidate","B2",21635540
"slot","B1",21602762
"outstanding","B1",21578895
"perspective","B2",21553761
"lodge","B1",21541130
"lodge","C1",21541130
"messenger","B2",21540177
"mirror","A2",21539161
"tournament","B1",21538542
"consideration","B1",21533734
"broad","B1",21370126
"demo","C1",21344258
"hate","B1",21274675
"hate","A2",21274675
"terminal","B1",21273172
"behalf","B1",21247820
"liquid","B1",21222253
"rice","A1",21184648
"salary","B2",21156261
"reservation","B1",21150948
"gourmet","C1",21148895
"guard","A2",21137924
"guard","B2",21137924
"properly","B1",21137573
"remaining","B2",21111544
"empire","B1",21111416
"resume","B2",21107737
"twenty","A1",21104413
"newly","B1",21102330
"raise","A2",21099943
"prepare","A2",21088422
"illegal","A2",21046606
"expansion","B2",21036273
"vary","B1",21031266
"premier","C1",20990322
"tomorrow","A1",20976724
"milk","A1",20955909
"decide","A2",20950675
"consent","B2",20943616
"drama","A1",20939845
"downtown","A2",20904189
"keyboard","B1",20886053
"contest","A1",20857011
"contest","C1",20857011
"boot","B1",20824944
"suitable","A2",20824374
"absolutely","B1",20816571
"lunch","A1",20807419
"audit","B2",20786243
"audit","C2",20786243
"push","B1",20775147
"push","A1",20775147
"muscle","B1",20752802
"implement","B2",20723680
"scheduled","B2",20699522
"typical","B1",20693008
"tower","A1",20686918
"yours","A1",20672809
"sum","A1",20672326
"calculator","B1",20664690
"significantly","B2",20660846
"chicken","A1",20655046
"temporary","B1",20652475
"attend","B1",20639654
"shower","A1",20638340
"shower","B2",20638340
"tonight","A1",20612955
"tonight","A2",20612955
"dear","A1",20608432
"dear","B2",20608432
"sufficient","B1",20605030
"shell","A2",20599318
"shell","B2",20599318
"province","B2",20587924
"oak","A2",20577693
"awareness","B1",20531095
"governor","B1",20494068
"beer","A2",20486707
"contribution","B1",20468734
"measurement","B1",20463095
"swimming","A1",20456063
"formula","B1",20434177
"constitution","B1",20433489
"solar","B2",20423792
"catch","A1",20400979
"reliable","B1",20351804
"consultation","C1",20345250
"northwest","B1",20337289
"sir","A1",20336105
"doubt","A2",20311261
"doubt","B2",20311261
"earn","A2",20305486
"unable","B1",20295595
"classroom","A1",20274797
"democracy","B1",20255935
"merchandise","B2",20241873
"resistance","B2",20233262
"memorial","B2",20161664
"visitor","A2",20158930
"twin","B1",20149771
"forth","B1",20149609
"gateway","B2",20123135
"drawing","A2",20067264
"biological","B2",20043500
"fighting","B2",20036994
"transition","B2",20032306
"spy","A1",20024908
"romance","A2",20020088
"instrument","A2",20003254
"split","A2",19998411
"split","B1",19998411
"split","B2",19998411
"heaven","B1",19969634
"pregnant","B1",19945624
"twice","A2",19945569
"classification","B2",19930633
"physician","B2",19926088
"bargain","A2",19912730
"bargain","B2",19912730
"normally","B1",19883839
"spiritual","B1",19850597
"hunting","B2",19830577
"suit","A2",19820586
"shift","B2",19811555
"shift","B1",19811555
"chip","B2",19810772
"sit","A1",19797379
"flexible","B2",19729430
"numerous","B1",19705123
"relatively","B1",19693917
"satisfaction","B1",19684544
"superior","B1",19647999
"cartoon","A1",19615945
"intellectual","B2",19591717
"carbon","B2",19551891
"comfortable","A2",19520487
"magnetic","C1",19516958
"interaction","B1",19515376
"effectively","B2",19507811
"crisis","B1",19470970
"outlook","B2",19458910
"massive","B1",19454740
"bright","A1",19446368
"treat","B1",19442315
"treat","B2",19442315
"poverty","B1",19430836
"piano","A1",19419956
"echo","C2",19410462
"revolution","B2",19349788
"earnings","B2",19286666
"mystery","A2",19280044
"landscape","A2",19271452
"landscape","C1",19271452
"dependent","B1",19261238
"dependent","C1",19261238
"mechanical","B1",19250300
"journey","A2",19236081
"bidding","B2",19223538
"applicant","B2",19198316
"charter","C1",19192148
"cooperation","B2",19182847
"acquisition","B2",19174010
"blogger","B1",19137148
"teach","A1",19079783
"rapid","B1",19070672
"pull","A2",19061871
"hairy","B2",19060619
"diversity","C1",19048481
"reverse","B2",19032783
"deposit","B1",19026524
"deposit","B2",19026524
"seminar","B2",19021971
"specify","B2",19002536
"accessibility","B2",19002278
"accessibility","C2",19002278
"sensitive","B2",18984710
"concrete","B2",18948140
"folder","A2",18941479
"completion","B2",18906369
"upload","B1",18904189
"pulse","B2",18893735
"technique","B1",18830686
"calculate","B1",18767840
"broadcast","B1",18743293
"broadcast","B2",18743293
"anniversary","A2",18734145
"strip","B1",18711440
"strip","B2",18711440
"specification","C1",18707636
"pearl","B2",18707334
"accident","A2",18699760
"accessible","B1",18695403
"accessory","B1",18694578
"resident","B1",18689929
"resident","B2",18689929
"plot","B2",18683404
"possibly","A2",18672516
"airline","B1",18665709
"typically","B1",18662924
"regard","B2",18645277
"regard","B1",18645277
"pump","B1",18643932
"smooth","A2",18633567
"strike","A2",18621050
"strike","B1",18621050
"consumption","B1",18620599
"narrow","B1",18584380
"afternoon","A1",18564567
"threat","B1",18546277
"consultant","B2",18517590
"legislative","B2",18476534
"trailer","B2",18462738
"castle","A2",18456906
"antique","B2",18430306
"antique","B1",18430306
"willing","B2",18418634
"bio","B2",18409348
"exam","A2",18367837
"residence","B2",18363183
"hundred","A2",18339491
"strange","A1",18322738
"sustainable","C1",18313216
"mention","A2",18291476
"mention","B1",18291476
"innovation","B2",18281662
"innovation","C1",18281662
"operate","A2",18249982
"bold","B1",18244416
"bold","B2",18244416
"bathroom","A1",18235238
"stable","B1",18225829
"opera","A1",18225169
"lesson","A1",18181371
"cinema","A1",18179389
"scan","B1",18173060
"scan","B2",18173060
"reaction","B2",18153532
"blank","A1",18150537
"severe","B1",18137877
"generate","B1",18137492
"aged","A2",18057587
"exception","B2",18051815
"duration","C1",18048878
"bulk","C1",18029501
"successfully","A2",18026184
"fabric","B2",17992206
"primarily","B1",17984549
"tight","A1",17981854
"tight","B2",17981854
"contrast","A2",17955786
"recommendation","B2",17950913
"cute","A1",17912721
"adoption","B2",17860735
"expensive","A1",17840023
"capture","B1",17822857
"plane","A1",17799728
"plane","C2",17799728
"seed","A2",17788166
"desire","B1",17783181
"desire","B2",17783181
"mechanism","C1",17771611
"camping","A2",17770402
"welfare","B2",17755487
"peer","B2",17754444
"eventually","B1",17731742
"marked","B1",17723745
"bottle","A1",17716382
"bottle","B2",17716382
"considering","B2",17699280
"innovative","B2",17689336
"innovative","C1",17689336
"massage","B2",17684309
"rubber","B1",17684157
"conclusion","B1",17670602
"thousand","A2",17654340
"meat","A1",17652296
"legend","B2",17650063
"grace","A2",17642126
"monster","B1",17605148
"bang","B1",17596497
"villa","B2",17587586
"bone","A1",17581312
"collaboration","C1",17567373
"inner","A2",17552078
"formation","B2",17548170
"gate","A2",17501142
"holder","B2",17489966
"settlement","B1",17476171
"valuable","B1",17430646
"tone","A2",17397122
"tone","C1",17397122
"forever","A2",17381863
"busy","A1",17376500
"captain","A2",17372103
"fantastic","A2",17371421
"imagine","A1",17364670
"heating","A2",17363382
"leg","A1",17356748
"neck","A1",17354931
"wing","B1",17347644
"wing","C1",17347644
"taste","B1",17311343
"commit","B1",17298630
"tiny","B1",17298541
"rail","B1",17293553
"liberal","B2",17293223
"gap","B1",17269901
"tube","A1",17268711
"corresponding","B2",17260560
"belt","A2",17247395
"jacket","A1",17246004
"determination","B1",17237730
"animation","B1",17219873
"lease","B2",17180592
"proud","B1",17167504
"excess","B1",17149887
"disaster","B1",17140948
"console","B2",17121643
"telecommunications","B1",17107864
"instructor","B1",17098932
"giant","B1",17098874
"alarm","A2",17059844
"alarm","B1",17059844
"usual","A2",17044981
"angle","B1",17016075
"angle","C1",17016075
"rob","A2",17016018
"worst","A2",16975343
"worst","B2",16975343
"worst","B1",16975343
"liberty","A2",16946409
"era","B1",16930615
"convert","B2",16927032
"possibility","B1",16926005
"analyst","B2",16918240
"dangerous","A2",16909821
"garage","A2",16906398
"exciting","A1",16900145
"unfortunately","A2",16863887
"attachment","B1",16827338
"pleasure","A1",16798232
"eagle","B2",16785232
"pants","A1",16774383
"nurse","A1",16772151
"nurse","B1",16772151
"prayer","B1",16762869
"appointment","A2",16761764
"quiet","A1",16746894
"quiet","B2",16746894
"luck","A1",16734573
"producer","B1",16730305
"dial","B1",16714262
"cheese","A1",16704436
"comic","A2",16695850
"carefully","A1",16675728
"jet","A1",16673750
"crown","A2",16651038
"underground","B2",16642137
"maker","A2",16635947
"crack","B2",16633701
"principle","B1",16633530
"gang","B2",16615190
"semester","A2",16610313
"appearance","A2",16574606
"smoke","A1",16567733
"smoke","A2",16567733
"craft","B1",16528294
"craft","C1",16528294
"cake","A1",16526639
"apart","A2",16507181
"fellow","B2",16497466
"fellow","B1",16497466
"blind","B1",16485480
"mad","A2",16468434
"gross","B2",16440590
"strongly","A2",16433047
"valentine","B2",16424029
"horror","A2",16402727
"familiar","A2",16390724
"capable","B1",16380415
"till","B1",16376756
"till","A2",16376756
"till","C1",16376756
"pen","A1",16371249
"admission","B1",16356727
"shoe","A1",16342426
"victory","B1",16328207
"sand","B1",16327687
"terrorism","B1",16319906
"joy","A2",16317856
"mainly","A2",16297110
"ethnic","B2",16295682
"parliament","B2",16290285
"actor","A1",16282891
"seal","B2",16274039
"fifth","B1",16255266
"citizen","A2",16245917
"vertical","C1",16229818
"structural","C1",16226259
"prize","B1",16204739
"absolute","B1",16198563
"absolute","C1",16198563
"substance","B2",16186870
"pipe","B1",16178319
"lecture","B1",16166157
"ill","A2",16143967
"concentration","B1",16134918
"lay","B1",16122690
"interpretation","B2",16105115
"dirty","A1",16101662
"deck","B2",16091024
"donate","B2",16088860
"bankruptcy","B2",16075117
"worker","A1",16072941
"alive","A2",16064787
"temple","A1",16052337
"prove","B1",16046788
"genetic","B1",16036749
"promise","A2",16019259
"promise","B1",16019259
"thin","A1",16007743
"exhibition","A2",16007404
"prefer","A2",16005656
"ridge","B2",15993437
"cabinet","B2",15989585
"modem","B1",15984492
"sick","A1",15965297
"dose","B2",15959187
"evaluate","B2",15957355
"tropical","B1",15944693
"collect","A1",15943314
"bet","B1",15943118
"composition","B1",15940860
"nationwide","B2",15932624
"definitely","B1",15922257
"turning","B1",15907811
"buffer","C1",15904074
"purple","A2",15903838
"purple","A1",15903838
"existence","B1",15903650
"immigration","B1",15879176
"mutual","B1",15870882
"necessarily","B2",15867816
"attribute","B2",15839012
"prison","B1",15837188
"skill","A1",15835076
"everyday","A1",15820001
"apparently","A2",15815805
"surrounding","B1",15800079
"popularity","B2",15785972
"exhibit","B2",15756535
"throw","A1",15751985
"throw","A2",15751985
"trend","B1",15747018
"visible","B1",15741542
"desert","A2",15732752
"desert","C1",15732752
"obviously","B1",15702193
"navigate","B2",15678579
"worse","A2",15677739
"worse","B2",15677739
"summit","B1",15676832
"fundamental","B2",15644603
"burning","B1",15637551
"escape","A2",15631531
"escape","B1",15631531
"somewhat","B2",15620893
"substantial","B1",15617578
"progressive","A2",15612754
"glance","B1",15569554
"championship","A2",15559558
"impossible","A2",15545255
"obvious","B1",15533662
"depression","B1",15527836
"graph","B1",15526746
"tissue","B1",15448105
"explanation","A2",15397428
"folk","B1",15396094
"fraud","B2",15378751
"electricity","B1",15377549
"arrival","B1",15370734
"pottery","B1",15362084
"emphasis","B1",15360894
"aspect","B1",15351221
"workplace","B1",15350829
"awesome","B1",15350104
"crash","B1",15302627
"lift","B1",15291571
"shadow","A2",15221952
"shadow","B1",15221952
"infection","B1",15208640
"expense","B1",15193823
"venture","B2",15188265
"venture","C2",15188265
"clinic","B1",15187443
"healing","B1",15173541
"princess","A1",15173384
"mall","A2",15173142
"packet","B2",15160863
"spray","B2",15148133
"involvement","B2",15140824
"dad","A1",15136055
"extend","B1",15096022
"rolling","B1",15086116
"motorcycle","B1",15081508
"yard","A1",15075593
"establishment","B1",15070667
"tourist","A2",15046652
"mayor","B1",15030847
"murder","A2",15030656
"murder","B1",15030656
"adequate","B2",15023940
"senator","B2",15023107
"yield","B2",15022494
"pour","A2",15002685
"digest","B2",14996313
"dust","A2",14993121
"hence","C1",14992334
"entirely","B1",14990474
"radar","B2",14982375
"rescue","B1",14978200
"undergraduate","B2",14975214
"occupation","A2",14955527
"closely","B1",14927179
"radiation","B1",14922980
"diary","A2",14922472
"seriously","A2",14915797
"shooting","B2",14891626
"ear","A1",14872850
"baker","B1",14862470
"elsewhere","A2",14853167
"pollution","A1",14853076
"conservative","B1",14852075
"shock","A2",14850388
"shock","B2",14850388
"effectiveness","B2",14838707
"abroad","A2",14837382
"tie","A2",14830885
"tie","B1",14830885
"ward","B1",14828169
"roof","A2",14809282
"walker","B2",14808511
"demonstrate","B1",14807121
"atmosphere","B1",14803304
"kiss","A1",14790481
"kiss","B1",14790481
"beast","B1",14787561
"experiment","B1",14781439
"experiment","B2",14781439
"overseas","B2",14773122
"overseas","A2",14773122
"counsel","C2",14767437
"pizza","A1",14763787
"assignment","B1",14722710
"rush","A2",14684452
"rush","B1",14684452
"absence","B1",14681896
"whereas","B2",14663372
"yoga","B1",14660956
"surprise","A1",14644385
"surprise","B1",14644385
"lamp","A2",14643268
"partial","B1",14642158
"everybody","A1",14634773
"palace","A1",14592259
"acceptable","A2",14590887
"satisfied","B1",14589394
"glad","A1",14585030
"globe","A2",14554904
"copper","B2",14543941
"rack","B2",14533607
"medication","B2",14530555
"receipt","A2",14513169
"ordinary","B1",14494084
"nobody","A2",14490265
"ghost","A1",14490042
"stability","B2",14458903
"southwest","B1",14437691
"boss","A2",14436477
"pride","A2",14428078
"independence","A2",14412277
"reporter","A1",14400125
"champion","B1",14388928
"cloudy","A1",14383882
"personally","B1",14373028
"plenty","A2",14364719
"plenty","B1",14364719
"solo","B2",14360216
"sentence","A1",14359872
"sentence","B2",14359872
"throat","B2",14353822
"ignore","B1",14353555
"uniform","A2",14345220
"excellence","B1",14332723
"wealth","A2",14325239
"tall","A1",14323697
"somewhere","A2",14317877
"dancing","A1",14310606
"brass","B1",14298573
"survival","B1",14259073
"quest","C1",14258533
"publish","A2",14255645
"toe","A2",14248601
"whenever","B1",14234378
"lifetime","B2",14229499
"pioneer","C1",14225288
"venue","B2",14204074
"athletic","B1",14193383
"vital","B2",14166642
"fairly","A2",14154477
"coastal","B1",14153912
"charity","B1",14141658
"intelligent","A2",14136076
"excel","B2",14133468
"obligation","B2",14122636
"wake","A1",14120141
"wake","B1",14120141
"stupid","B1",14118370
"segment","B2",14101910
"regardless","B2",14096520
"enemy","B1",14084182
"puzzle","B1",14083532
"puzzle","C1",14083532
"insight","B1",14070057
"lucky","A1",14053901
"latter","B2",14044005
"latter","A2",14044005
"thick","A1",14030556
"repeat","A1",14024814
"syndrome","B1",14023758
"attendance","B2",14022851
"penalty","B2",14018500
"drum","A1",14015510
"glasses","A1",14009815
"builder","B1",13993483
"flood","A2",13979267
"flood","B1",13979267
"ease","B2",13974702
"arena","B2",13966572
"announcement","B1",13951272
"outcome","B2",13941550
"appreciate","A2",13938792
"casual","B1",13932521
"polish","B2",13927858
"lovely","A1",13923904
"clause","B2",13906621
"smile","A1",13893537
"smile","B1",13893537
"indoor","A2",13871917
"armed","A2",13866785
"regularly","A2",13860363
"pine","B2",13842664
"tend","B1",13840765
"divorce","B2",13803408
"shopper","B1",13798030
"partly","A2",13790568
"tradition","A2",13773517
"candy","A1",13772033
"tiger","A1",13763074
"hunt","B1",13752874
"deputy","B2",13747486
"complaint","A2",13703047
"boost","B2",13675076
"scholarship","B1",13667978
"mill","B2",13658453
"moral","B2",13643598
"moral","B1",13643598
"catering","B2",13638302
"finger","B1",13628350
"pound","B1",13620117
"pound","B2",13620117
"locate","B1",13616735
"burn","A2",13602754
"burn","B1",13602754
"ourselves","A2",13581863
"bread","A1",13575360
"tobacco","B1",13574147
"wooden","A2",13564576
"tough","B2",13560922
"incident","B1",13553458
"lie","B1",13533542
"lie","A2",13533542
"conversation","A1",13527150
"decrease","B1",13523903
"chest","A2",13516414
"pension","B2",13515899
"worship","B2",13502651
"capability","B2",13491067
"herself","A2",13479005
"precision","C1",13465434
"solve","A1",13452150
"minority","B1",13436730
"diverse","B1",13432331
"passion","B1",13370569
"sight","A1",13360499
"weak","A2",13347842
"refund","B1",13340961
"divided","B2",13323175
"reception","B1",13317222
"wise","A2",13299902
"correctly","A2",13281872
"geography","B1",13258481
"worry","A1",13243591
"worry","A2",13243591
"discrimination","B1",13237807
"legacy","C1",13223921
"pleased","A2",13215862
"danger","A2",13206765
"vitamin","B2",13204687
"widely","A2",13197312
"phrase","B1",13191958
"genuine","B2",13191602
"functionality","B2",13187557
"paradise","B1",13186910
"hybrid","B2",13174794
"intermediate","B1",13162056
"emotional","B1",13160826
"leaf","A1",13159307
"pad","B2",13159201
"glory","B1",13158826
"versus","B2",13147766
"combine","B1",13139084
"overnight","B1",13137405
"geographic","B2",13136286
"exceed","B2",13135673
"fault","A2",13112664
"preliminary","B2",13106833
"introduce","A1",13104630
"silk","B1",13099161
"romantic","A2",13055842
"examine","B1",13030604
"suspension","C1",13025162
"sad","A1",13010129
"correction","B1",13009622
"wolf","B2",13001992
"slowly","A2",13000552
"communicate","A2",12992824
"rugby","A2",12992179
"supplement","B2",12988231
"infant","B2",12959639
"fluid","B2",12943336
"grounds","C1",12943233
"kick","A1",12941649
"meal","A1",12937343
"hurt","B1",12936269
"hurt","A1",12936269
"unlike","A2",12933815
"unlike","B2",12933815
"equation","B2",12933641
"probability","B1",12929028
"pot","B1",12927383
"dimension","B2",12925504
"proven","B2",12920984
"slip","B1",12886015
"devil","B2",12869511
"grass","A1",12868953
"comply","C1",12868396
"cherry","B2",12855670
"alternate","B2",12846709
"achievement","B1",12845656
"webcam","B1",12835042
"funeral","B1",12827388
"pee","B2",12811886
"passenger","A2",12804602
"convenient","A2",12801318
"silent","B1",12768385
"literary","B1",12767813
"egg","A1",12766528
"pill","A2",12749153
"theft","B1",12744763
"childhood","A2",12740200
"swing","B2",12734467
"facial","C1",12721452
"talent","A2",12712170
"dated","B2",12707511
"flexibility","B2",12700246
"wisdom","A2",12696160
"shoot","A2",12695618
"mint","B2",12694588
"elite","B2",12673836
"spin","B2",12671696
"deadline","B1",12662277
"jurisdiction","C1",12657881
"robot","B1",12656312
"witness","B2",12643368
"witness","B1",12643368
"powder","B1",12627415
"powder","B2",12627415
"assess","B2",12614289
"wash","A1",12612759
"entrance","A2",12610212
"declaration","B1",12609210
"noble","B2",12604679
"shore","A2",12568485
"loose","A2",12556710
"illness","B1",12539579
"athletics","B2",12534433
"southeast","B1",12520872
"teenage","A2",12488595
"soap","A2",12485378
"jam","A2",12468316
"jam","B2",12468316
"unusual","A2",12459909
"destruction","B1",12453758
"increasingly","B1",12442507
"migration","B2",12442426
"disorder","B2",12437958
"routine","B1",12437176
"basically","A2",12428283
"conventional","B2",12426348
"axis","B2",12399723
"habitat","B1",12388574
"firewall","C1",12387228
"occupational","C1",12368358
"animated","B1",12365108
"adjustment","B2",12343670
"hero","A2",12343606
"attitude","A2",12331010
"engaged","B1",12325194
"carpet","B1",12309442
"genetics","B1",12285353
"difficulty","A2",12282409
"coalition","B2",12274377
"pi","B2",12272978
"pace","B1",12247704
"pace","C1",12247704
"besides","A2",12246405
"besides","B1",12246405
"wage","B2",12243196
"collector","B2",12233823
"dawn","B2",12219521
"observation","B1",12217876
"torture","B2",12209454
"coat","A1",12207355
"restoration","C1",12202668
"convenience","A2",12201623
"opposition","B1",12183104
"container","A2",12181942
"confirmation","B1",12157725
"supervisor","B2",12154591
"wizard","B1",12151804
"corps","C1",12150135
"liver","B1",12139363
"brochure","B2",12124414
"recall","B1",12118110
"recall","C1",12118110
"departure","B1",12111116
"belief","B1",12108114
"killing","B1",12106805
"bikini","B2",12105241
"shoulder","A1",12100130
"diameter","B1",12059691
"doll","A1",12047864
"singer","A1",12021075
"herald","C2",12020777
"attraction","B1",11998068
"diving","B1",11997559
"invite","A2",11994795
"modification","B2",11994630
"suppose","B1",11981451
"reed","B2",11977359
"involve","B1",11976257
"moderate","B1",11975598
"terror","B1",11975502
"thirty","A1",11969481
"opposite","A2",11965213
"opposite","B1",11965213
"rapidly","B1",11959135
"ban","B2",11940116
"assurance","B2",11928914
"clerk","A2",11923960
"vast","B1",11916770
"outline","B2",11910319
